NM_MUNICIP,CD_GEOCMU,latitude,longitude,COD_TSE
MATEIROS,1712702,-10.576011354403656,-46.50119384604647,36072
MAURILÂNDIA DO TOCANTINS,1712801,-6.024235070931022,-47.589769449234716,36080
MIRACEMA DO TOCANTINS,1713205,-9.754096533245542,-48.55142010124022,36099
MIRANORTE,1713304,-9.41743694185274,-48.6830703984861,36110
MONTE DO CARMO,1713601,-10.74841661880594,-48.01714629699043,36137
MONTE SANTO DO TOCANTINS,1713700,-10.000744646478989,-49.0670340988139,36153
PALMEIRAS DO TOCANTINS,1713809,-6.59977017856009,-47.6424978037241,36170
MURICILÂNDIA,1713957,-7.003946843303334,-48.78682824102705,36196
NATIVIDADE,1714203,-11.798674384713015,-47.64869853154377,36218
NAZARÉ,1714302,-6.330335464704254,-47.78132970664264,36234
NOVA OLINDA,1714880,-7.637874855704517,-48.36015535800683,36250
NOVA ROSALÂNDIA,1715002,-10.54956400176862,-48.97435535939495,36277
NOVO ACORDO,1715101,-10.155568120008217,-47.38306622985707,36293
NOVO ALEGRE,1715150,-12.914146021422095,-46.56007056123885,36315
NOVO JARDIM,1715259,-11.771050424601484,-46.550133805844574,36331
OLIVEIRA DE FÁTIMA,1715507,-10.674093510535641,-48.87704472660346,36358
PALMEIRANTE,1715705,-7.886391508694947,-48.15575515496754,36374
PALMEIRÓPOLIS,1715754,-13.019486401948235,-48.34891088999114,36382
PARAÍSO DO TOCANTINS,1716109,-10.221126878738037,-48.82626097137361,36390
PARANÃ,1716208,-12.695724752434339,-47.812073755812655,36412
PAU D'ARCO,1716307,-7.545531294536576,-48.987984979444796,36439
PEDRO AFONSO,1716505,-9.227396650454157,-48.0339703927939,36455
PEIXE,1716604,-11.99675486351044,-48.555348276764896,36471
PEQUIZEIRO,1716653,-8.37943240446193,-48.916968211403606,30660
COLMÉIA,1716703,-8.836822519052973,-48.76480967632042,30678
PINDORAMA DO TOCANTINS,1717008,-11.1600303717615,-47.55914087257648,36498
PIRAQUÊ,1717206,-6.738814648607521,-48.24037681229221,36510
PIUM,1717503,-10.21017313594918,-49.872654651108405,36536
PONTE ALTA DO BOM JESUS,1717800,-12.052036540481934,-46.57883773474611,36552
PONTE ALTA DO TOCANTINS,1717909,-10.752010231326912,-47.32773378770943,36579
PORTO ALEGRE DO TOCANTINS,1718006,-11.51146603454793,-47.046967088335094,36595
PORTO NACIONAL,1718204,-10.544363209544194,-48.496567109370034,36617
PRAIA NORTE,1718303,-5.472584813431187,-47.783339930755346,36633
PRESIDENTE KENNEDY,1718402,-8.462418878502469,-48.461328448516504,36650
PUGMIL,1718451,-10.422346363877312,-48.883276788760604,36676
RECURSOLÂNDIA,1718501,-8.697079512943407,-47.11290735127199,30996
RIACHINHO,1718550,-6.460102687258277,-48.13622898182161,36692
RIO DA CONCEIÇÃO,1718659,-11.340543201499164,-46.74816732603954,36706
RIO DOS BOIS,1718709,-9.236197080660784,-48.45205341566511,36714
RIO SONO,1718758,-9.647842578397537,-47.49616333801815,30694
SAMPAIO,1718808,-5.3295497720079865,-47.91886483941214,36730
SANDOLÂNDIA,1718840,-12.402050556284795,-49.8763416888868,36757
SANTA FÉ DO ARAGUAIA,1718865,-7.0938695741140485,-48.97383951389769,36765
SANTA MARIA DO TOCANTINS,1718881,-8.824540545410699,-47.8484941786549,36773
SANTA RITA DO TOCANTINS,1718899,-10.970880362521395,-49.29564914008032,36790
SANTA ROSA DO TOCANTINS,1718907,-11.398502039549726,-48.10867007158709,36811
SANTA TEREZA DO TOCANTINS,1719004,-10.299275758311408,-47.741909689095145,36820
SANTA TEREZINHA DO TOCANTINS,1720002,-6.472138720664331,-47.749959363830975,36838
SÃO BENTO DO TOCANTINS,1720101,-5.975009990464373,-47.93980301982149,39730
SÃO FÉLIX DO TOCANTINS,1720150,-10.069052067045128,-46.67847991550782,36854
SÃO MIGUEL DO TOCANTINS,1720200,-5.5425108236319565,-47.59536082898451,36870
SÃO SALVADOR DO TOCANTINS,1720259,-12.57792915649739,-48.36506772743921,36897
SÃO SEBASTIÃO DO TOCANTINS,1720309,-5.24074674766612,-48.3316613330005,36919
SÃO VALÉRIO,1720499,-11.80427806065634,-48.17044621517522,30007
SILVANÓPOLIS,1720655,-11.132227142457086,-48.00739218976714,36935
SÍTIO NOVO DO TOCANTINS,1720804,-5.6300683174837935,-47.68628711209818,36951
SUCUPIRA,1720853,-12.113446254173393,-48.83497799721324,36978
TAGUATINGA,1720903,-12.387058742941525,-46.556010691948615,36994
TAIPAS DO TOCANTINS,1720937,-12.140209308120461,-46.99449482339031,39748
TALISMÃ,1720978,-12.68291529073737,-49.04864831049122,39756
PALMAS,1721000,-10.218542981728293,-48.15371689304158,37010
TOCANTÍNIA,1721109,-9.603102442713578,-48.140334634834154,37036
TOCANTINÓPOLIS,1721208,-6.2570437115612725,-47.53759552867874,37052
TUPIRAMA,1721257,-8.938625330961312,-48.25962756896911,37079
TUPIRATINS,1721307,-8.357230717303255,-48.21105401096745,37095
WANDERLÂNDIA,1722081,-6.9113660966378525,-48.001934572520454,39772
XAMBIOÁ,1722107,-6.5451644672385685,-48.45149241086241,37117
AÇAILÂNDIA,2100055,-4.785991984763369,-47.332496202182895,37133
AFONSO CUNHA,2100105,-4.214764242792042,-43.29746558028205,37150
ÁGUA DOCE DO MARANHÃO,2100154,-2.94715703816312,-42.16651853175268,37176
ALCÂNTARA,2100204,-2.390868351158713,-44.52803404309034,37192
ALDEIAS ALTAS,2100303,-4.502803742112083,-43.38324150557543,37214
ALTAMIRA DO MARANHÃO,2100402,-4.167114192052492,-45.502935033653095,37222
ALTO ALEGRE DO MARANHÃO,2100436,-4.209235384402072,-44.39358822235015,37230
ALTO ALEGRE DO PINDARÉ,2100477,-3.870425909830303,-46.00196071803329,37257
ALTO PARNAÍBA,2100501,-9.508216556761553,-46.21316105643137,37273
AMAPÁ DO MARANHÃO,2100550,-1.6729938459205018,-45.94811252480378,37290
AMARANTE DO MARANHÃO,2100600,-5.278605650726008,-46.58204812736161,37303
ANAJATUBA,2100709,-3.250507344662221,-44.59019265516779,37311
ANAPURUS,2100808,-3.543986837861236,-43.1080763427933,37338
APICUM-AÇU,2100832,-1.5270082908138554,-45.02796199536724,37354
ARAGUANÃ,2100873,-3.0789521401202222,-45.78711207901758,37370
ARAIOSES,2100907,-2.973293303386156,-42.017214778997456,37397
ARAME,2100956,-5.027614048258555,-45.94586347867529,37419
ARARI,2101004,-3.5332192803302385,-44.72757148218352,37427
AXIXÁ,2101103,-2.8197520660209605,-44.103141318812455,37435
BACABAL,2101202,-4.1708187731625115,-44.75785726515869,37451
BACABEIRA,2101251,-2.93304012473494,-44.36731421433691,37460
BACURI,2101301,-1.6858965129642356,-45.158509003333684,37478
BACURITUBA,2101350,-2.6908703914429783,-44.632533141796046,37494
BALSAS,2101400,-8.237461410201067,-46.342601507360364,37516
BARÃO DE GRAJAÚ,2101509,-6.5927384021515545,-43.18807562197824,37532
BARRA DO CORDA,2101608,-5.5042081801155875,-45.18320872731776,39799
BARREIRINHAS,2101707,-2.8415521184041737,-42.911508423808975,37559
BELÁGUA,2101731,-3.101328241849717,-43.46231989746629,37567
BELA VISTA DO MARANHÃO,2101772,-3.757738296941044,-45.26556135358465,39969
BENEDITO LEITE,2101806,-7.120166332700514,-44.56812869365355,37575
BEQUIMÃO,2101905,-2.4296127910484846,-44.78436262421442,37583
BERNARDO DO MEARIM,2101939,-4.6797815002477,-44.68837508125042,37591
BOA VISTA DO GURUPI,2101970,-1.7629208388184987,-46.17851309934519,37613
BOM JARDIM,2102002,-3.9003892888121583,-46.41837776904383,39942
BOM JESUS DAS SELVAS,2102036,-4.600826790458486,-46.68890984085586,37621
BOM LUGAR,2102077,-4.346827671587578,-45.0207594521737,37630
BREJO,2102101,-3.687095848594275,-42.828478296710784,37656
BREJO DE AREIA,2102150,-4.365190823380319,-45.650131658418424,37672
BURITI,2102200,-3.9004023929660083,-43.00176319945604,37680
BURITI BRAVO,2102309,-5.78941891450956,-43.830799347420474,37699
BURITICUPU,2102325,-4.493735642630594,-46.3424966484493,37710
BURITIRANA,2102358,-5.517959341597872,-47.06138920891714,37737
CACHOEIRA GRANDE,2102374,-3.1198581374380634,-43.93165188026738,37753
CAJAPIÓ,2102408,-2.8637118015340937,-44.57287295851797,37770
CAJARI,2102507,-3.3909236125684163,-45.05327854311303,37796
CAMPESTRE DO MARANHÃO,2102556,-6.1761080770573304,-47.26398279370136,37818
CÂNDIDO MENDES,2102606,-1.6148043981520943,-45.675324086485865,39810
CANTANHEDE,2102705,-3.621692944109829,-44.262804186209785,37834
CAPINZAL DO NORTE,2102754,-4.682128684417678,-44.30618384623997,37850
CAROLINA,2102804,-7.373264075924403,-47.20273588639586,37877
CARUTAPERA,2102903,-1.3457064521223074,-46.02551531917385,37893
CAXIAS,2103000,-4.866731949078964,-43.29976772614897,37915
CEDRAL,2103109,-1.9804649774280447,-44.592625219432975,37931
CENTRAL DO MARANHÃO,2103125,-2.2548340709623607,-44.8581426446701,39837
CENTRO DO GUILHERME,2103158,-2.4286302721141912,-46.11697578557196,37940
CENTRO NOVO DO MARANHÃO,2103174,-3.073980214274856,-46.53432454843328,37958
CHAPADINHA,2103208,-3.8487081397144873,-43.453834622298736,37974
CIDELÂNDIA,2103257,-5.057113543186664,-47.82992093167222,37990
CODÓ,2103307,-4.607131761598762,-43.88590578720507,38016
COELHO NETO,2103406,-4.248079847454076,-43.11211256252085,38032
COLINAS,2103505,-6.0555990308296375,-44.1818662351787,38059
CONCEIÇÃO DO LAGO-AÇU,2103554,-3.7982061047126825,-44.83810219697846,38067
COROATÁ,2103604,-4.102141026472256,-44.14527962490429,38075
CURURUPU,2103703,-1.6979421859103787,-44.80897985265256,38091
DAVINÓPOLIS,2103752,-5.598537860065408,-47.29979781160149,38113
DOM PEDRO,2103802,-5.021188256936712,-44.3969985437604,38130
DUQUE BACELAR,2103901,-4.099204611309478,-43.00995007339619,38156
ESPERANTINÓPOLIS,2104008,-4.899154102343539,-44.89026971174578,38164
ESTREITO,2104057,-6.782428419140046,-47.20131040300378,38172
FEIRA NOVA DO MARANHÃO,2104073,-6.997491452625811,-46.624766545918796,38199
FERNANDO FALCÃO,2104081,-6.1737534611982365,-45.30600642921025,39845
FORMOSA DA SERRA NEGRA,2104099,-6.514184993558987,-46.186303069661186,39853
FORTALEZA DOS NOGUEIRAS,2104107,-6.9416481663401735,-46.081928836570135,38210
FORTUNA,2104206,-5.6683179241014585,-44.0293845331484,38237
GODOFREDO VIANA,2104305,-1.3726714749544755,-45.76489018885765,38253
GONÇALVES DIAS,2104404,-5.152213669976144,-44.17191032723812,38270
GOVERNADOR ARCHER,2104503,-4.999579377958424,-44.22156584324397,38296
GOVERNADOR EDISON LOBÃO,2104552,-5.718648421738307,-47.32505897402061,38318
GOVERNADOR EUGÊNIO BARROS,2104602,-5.385096352568627,-44.06710498053697,38334
GOVERNADOR LUIZ ROCHA,2104628,-5.5367686815832515,-44.09335781650567,38342
GOVERNADOR NEWTON BELLO,2104651,-3.419108559199806,-45.92562335640625,38350
GOVERNADOR NUNES FREIRE,2104677,-2.0615289647991912,-45.8182423322391,38377
GRAÇA ARANHA,2104701,-5.414630378837483,-44.31806433499466,38393
GRAJAÚ,2104800,-5.840166402470515,-46.014858113766024,38415
GUIMARÃES,2104909,-2.14552681212609,-44.64384496247393,38431
HUMBERTO DE CAMPOS,2105005,-2.6133865595302583,-43.58136414971816,38458
ICATU,2105104,-2.6211829038501158,-43.87050330358509,38474
IGARAPÉ DO MEIO,2105153,-3.6567676478700517,-45.12370768616522,38490
IGARAPÉ GRANDE,2105203,-4.5921836257568405,-44.82630990094682,38512
IMPERATRIZ,2105302,-5.339573651185722,-47.575412719740804,38539
ITAIPAVA DO GRAJAÚ,2105351,-5.184826887528789,-45.678191707356575,38555
ITAPECURU MIRIM,2105401,-3.387726741193835,-44.27619042908922,38571
ITINGA DO MARANHÃO,2105427,-4.271481988121481,-47.26049461203039,38598
JATOBÁ,2105450,-5.852289975042468,-44.294169633177184,39870
JENIPAPO DOS VIEIRAS,2105476,-5.391367134122048,-45.57589651773444,38636
JOÃO LISBOA,2105500,-5.229681292588366,-47.126911433458346,35491
JOSELÂNDIA,2105609,-5.016094639357823,-44.75560411187094,38695
JUNCO DO MARANHÃO,2105658,-1.9178829706325056,-46.11583801167274,38610
LAGO DA PEDRA,2105708,-4.738834380810847,-45.2052429424992,38652
LAGO DO JUNCO,2105807,-4.522568684904862,-44.97649842300329,38679
LAGO VERDE,2105906,-3.990791881540229,-44.8832991257839,38717
LAGOA DO MATO,2105922,-6.0320946065534935,-43.495715092775114,38733
LAGO DOS RODRIGUES,2105948,-4.588822565887614,-44.93117331029931,38750
LAGOA GRANDE DO MARANHÃO,2105963,-4.929672928077845,-45.40290816097178,38776
LAJEADO NOVO,2105989,-6.103674308278425,-46.92920097434457,38806
LIMA CAMPOS,2106003,-4.556930810391595,-44.46475634388503,38814
LORETO,2106102,-7.2206606690522674,-45.2198978614435,38792
LUÍS DOMINGUES,2106201,-1.3882934856911209,-45.88990406548033,38822
MAGALHÃES DE ALMEIDA,2106300,-3.3006354643842517,-42.18468497339685,38830
MARACAÇUMÉ,2106326,-1.9840753321110909,-45.99395398051544,39896
MARAJÁ DO SENA,2106359,-4.7050374078402015,-45.62851520677636,38857
MARANHÃOZINHO,2106375,-2.4125358924583336,-45.946887067826545,39926
MATA ROMA,2106409,-3.6257235646706336,-43.22728777199767,38865
MATINHA,2106508,-3.0715547407562966,-45.00161285165204,38873
MATÕES,2106607,-5.388578599537573,-43.30747481330981,38890
MATÕES DO NORTE,2106631,-3.7566230631043487,-44.47792424261201,38911
MILAGRES DO MARANHÃO,2106672,-3.4964486346068977,-42.79538243037439,38938
MIRADOR,2106706,-6.454118760876981,-44.95117774034073,38946
MIRANDA DO NORTE,2106755,-3.5315657070734083,-44.52686533332386,38954
MIRINZAL,2106805,-2.0587175054075786,-44.84328240804777,38970
MONÇÃO,2106904,-3.4904189450584733,-45.320879999048955,38997
MONTES ALTOS,2107001,-5.858237233679934,-47.041232638656,39012
MORROS,2107100,-2.9741487887900875,-43.77694426925985,39039
NINA RODRIGUES,2107209,-3.4289598210043524,-43.812972720645455,39047
NOVA COLINAS,2107258,-7.144323817444166,-46.26448603618427,39055
NOVA IORQUE,2107308,-6.749684867272527,-44.039997434797264,39071
NOVA OLINDA DO MARANHÃO,2107357,-2.896022419862584,-45.955398051659024,39098
OLHO D'ÁGUA DAS CUNHÃS,2107407,-4.0948365027087625,-45.120275649959204,39110
OLINDA NOVA DO MARANHÃO,2107456,-2.9754233609217837,-45.00972333641641,39136
PAÇO DO LUMIAR,2107506,-2.5053205296243086,-44.12496915616416,39144
PALMEIRÂNDIA,2107605,-2.6921648819181465,-45.02330800344474,39900
PARAIBANO,2107704,-6.4037644440629125,-43.923931366102934,39985
PARNARAMA,2107803,-5.63766621129346,-43.463343200248815,39152
PASSAGEM FRANCA,2107902,-6.152663117217082,-43.758493929480665,39179
PASTOS BONS,2108009,-6.632166178627639,-44.180628723531285,39195
PAULINO NEVES,2108058,-2.854842890480616,-42.61112024719293,39918
PAULO RAMOS,2108108,-4.521991413741,-45.3943942177989,39217
PEDREIRAS,2108207,-4.618458319369696,-44.58134609837729,39233
PEDRO DO ROSÁRIO,2108256,-2.988984799892011,-45.43021640741541,39250
PENALVA,2108306,-3.2516411617363845,-45.29767646792386,39934
PERI MIRIM,2108405,-2.570484823558904,-44.89596686655405,39276
PERITORÓ,2108454,-4.419782749911058,-44.28120967308875,39292
PINDARÉ-MIRIM,2108504,-3.6915570475320254,-45.43803142410777,39314
PINHEIRO,2108603,-2.4979559941670684,-45.12682135974482,39330
PIO XII,2108702,-3.851620248523599,-45.0932198556563,39357
PIRAPEMAS,2108801,-3.7828916565591966,-44.172542340415276,39373
POÇÃO DE PEDRAS,2108900,-4.7868444399137715,-44.91168270036847,39390
PORTO FRANCO,2109007,-6.3688104703683255,-47.18002959760124,39411
PORTO RICO DO MARANHÃO,2109056,-1.8911033249246163,-44.63582544566718,39438
PRESIDENTE DUTRA,2109106,-5.2828644175033475,-44.45707633342793,39454
PRESIDENTE JUSCELINO,2109205,-3.0898710498744,-44.07833272373345,39470
PRESIDENTE MÉDICI,2109239,-2.318962465862357,-45.77340021115828,39489
PRESIDENTE SARNEY,2109270,-2.586516779966104,-45.361137674583645,39497
PRESIDENTE VARGAS,2109304,-3.345784400680652,-43.95576274201658,39519
PRIMEIRA CRUZ,2109403,-2.7013641603434646,-43.36525775730401,39535
RAPOSA,2109452,-2.435559235610501,-44.089604576441886,39551
RIACHÃO,2109502,-7.597697747215116,-46.652188354745405,39578
RIBAMAR FIQUENE,2109551,-5.957950437794257,-47.31592961746857,39594
ROSÁRIO,2109601,-2.945081651366064,-44.20203441738445,39977
SAMBAÍBA,2109700,-7.431753176905272,-45.556247744662116,39616
SANTA FILOMENA DO MARANHÃO,2109759,-5.519271743294951,-44.61856934499422,39950
SANTA HELENA,2109809,-2.4198501889721657,-45.37123868545694,39624
SANTA INÊS,2109908,-3.873536517945809,-45.43671389452718,39632
SANTA LUZIA,2110005,-4.269965020599081,-45.931642356870476,39640
SANTA LUZIA DO PARUÁ,2110039,-2.539954083126064,-45.772321723683106,39659
SANTA QUITÉRIA DO MARANHÃO,2110104,-3.3454766007310544,-42.8796869678116,39675
SANTA RITA,2110203,-3.157660849830191,-44.31950633074037,39993
SANTANA DO MARANHÃO,2110237,-3.1971873492016365,-42.61477114306689,39691
SANTO AMARO DO MARANHÃO,2110278,-2.620890788381093,-43.184121266443995,39713
SANTO ANTÔNIO DOS LOPES,2110302,-4.826404552205534,-44.481172569793046,13013
SÃO BENEDITO DO RIO PRETO,2110401,-3.3753123274624155,-43.61844893368429,13145
SÃO BENTO,2110500,-2.8000598751815766,-45.00143987533365,13030
SÃO BERNARDO,2110609,-3.312054748464157,-42.40607136341589,13056
SÃO DOMINGOS DO AZEITÃO,2110658,-6.83338672587008,-44.61739437750188,13072
SÃO DOMINGOS DO MARANHÃO,2110708,-5.638014508438486,-44.33645516634815,13099
SÃO FÉLIX DE BALSAS,2110807,-7.091909946729789,-44.883414655287524,13110
SÃO FRANCISCO DO BREJÃO,2110856,-5.158394888014708,-47.35382297053808,13137
SÃO FRANCISCO DO MARANHÃO,2110906,-6.2085871611676335,-43.114163930214154,15873
SÃO JOÃO BATISTA,2111003,-3.0047479004801,-44.7585907306501,13153
SÃO JOÃO DO CARÚ,2111029,-3.5106284781879977,-46.379223182517535,13170
SÃO JOÃO DO PARAÍSO,2111052,-6.463934259090258,-46.90073804748093,13196
SÃO JOÃO DO SOTER,2111078,-5.0401575229503495,-43.766626488106574,13218
SÃO JOÃO DOS PATOS,2111102,-6.559590078414461,-43.63812663569139,13234
SÃO JOSÉ DE RIBAMAR,2111201,-2.580704155902313,-44.090231299172935,13420
SÃO JOSÉ DOS BASÍLIOS,2111250,-5.039427192451589,-44.5683886835621,13250
SÃO LUÍS,2111300,-2.6314932486902283,-44.30721028701403,13277
SÃO LUÍS GONZAGA DO MARANHÃO,2111409,-4.377397528189523,-44.623311953256575,13293
SÃO MATEUS DO MARANHÃO,2111508,-3.9875375001737625,-44.527183731840495,13315
SÃO PEDRO DA ÁGUA BRANCA,2111532,-5.133525900106171,-48.36902344734139,13331
SÃO PEDRO DOS CRENTES,2111573,-6.819656517142715,-46.707480604190465,13358
SÃO RAIMUNDO DAS MANGABEIRAS,2111607,-7.0136963849079965,-45.690976416706754,13382
SÃO RAIMUNDO DO DOCA BEZERRA,2111631,-5.0897349153394735,-45.14624795108293,13374
SÃO ROBERTO,2111672,-5.018894716521648,-45.03465165655693,13129
SÃO VICENTE FERRER,2111706,-2.8771434893568952,-44.935948225168545,13390
SATUBINHA,2111722,-3.939064507615517,-45.25934647134942,13404
SENADOR ALEXANDRE COSTA,2111748,-5.261013214905627,-43.9848442066936,13412
SENADOR LA ROCQUE,2111763,-5.388140157405385,-47.14370441792819,13439
SERRANO DO MARANHÃO,2111789,-1.873065867756724,-45.017139111657286,13455
SÍTIO NOVO,2111805,-6.228090330568657,-46.59556692261452,13471
SUCUPIRA DO NORTE,2111904,-6.5098571241658725,-44.33901609319781,13498
SUCUPIRA DO RIACHÃO,2111953,-6.406939568050486,-43.48521331225873,13510
TASSO FRAGOSO,2112001,-8.33191506940139,-45.88552670586225,13536
TIMBIRAS,2112100,-4.153213265333338,-43.81365041382104,13552
TIMON,2112209,-5.185386158319367,-42.980907154410296,13579
TRIZIDELA DO VALE,2112233,-4.539189940478755,-44.68167851728396,13595
TUFILÂNDIA,2112274,-3.7581365425365534,-45.58137810686738,13617
TUNTUM,2112308,-5.610216842164693,-44.73041318870179,13633
TURIAÇU,2112407,-1.7652706705608332,-45.463838206539926,13650
TURILÂNDIA,2112456,-2.15914902047067,-45.43733682965337,13676
TUTÓIA,2112506,-2.912558240344065,-42.38662535128171,13692
URBANO SANTOS,2112605,-3.260123498203059,-43.281048114500564,13714
VARGEM GRANDE,2112704,-3.7109087290503653,-43.85387518265093,13447
VIANA,2112803,-3.1565023590418857,-45.00253496930984,13730
VILA NOVA DOS MARTÍRIOS,2112852,-5.074894592741173,-48.08056508185884,13757
VITÓRIA DO MEARIM,2112902,-3.5679914769317724,-44.9221996322412,13773
VITORINO FREIRE,2113009,-4.243939431319058,-45.3124907606917,13463
ZÉ DOCA,2114007,-3.259796422728112,-45.912737397502184,13161
ACAUÃ,2200053,-8.305906919025498,-41.00173460159248,13811
AGRICOLÂNDIA,2200103,-5.76780246842036,-42.68290087210335,13838
ÁGUA BRANCA,2200202,-5.913913614634192,-42.628003125937575,13854
ALAGOINHA DO PIAUÍ,2200251,-6.9292383639481,-40.91977665419521,15881
ALEGRETE DO PIAUÍ,2200277,-7.200548206574289,-40.79745008925399,15890
ALTO LONGÁ,2200301,-5.379033434666028,-42.1548707384676,15989
ALTOS,2200400,-5.014844317950075,-42.469673025671675,13200
ALVORADA DO GURGUÉIA,2200459,-8.455929379510339,-43.96835988773339,13226
